engagement_id,email_campaign_id,visitor_id,event_type,event_ts,linked_ad_campaign_id
b4fbc641-f55f-4dc7-ab0e-4cef2137b671,EML-3006,VIS-b2fcdc2cba,send,2026-07-04 06:56:07,CMP-1017
c1c0d815-f293-46e3-9826-3251c6e9e312,EML-3001,VIS-2309497b2b,send,2026-07-04 11:05:53,
50641fd0-3c4f-4f68-a8c8-def673757fbc,EML-3001,VIS-2309497b2b,open,2026-07-04 16:06:01,
d1a005ca-230a-4ef2-9989-f5af39957ff1,EML-3004,VIS-a9aa855af3,send,2026-07-04 07:16:13,CMP-1031
e6a6de08-9ade-48c8-9ab7-e2e82d060617,EML-3004,VIS-a9aa855af3,open,2026-07-04 03:07:27,CMP-1031
9db7ed0a-5790-4fce-ad48-c38fc6c97adf,EML-3004,VIS-a9aa855af3,click,2026-07-04 01:59:08,CMP-1031
c6852d45-3ce2-4ad1-b844-91a7925fd4b5,EML-3010,VIS-45dfad3e6e,send,2026-07-04 05:22:36,
a49184dd-d43e-47f2-a09f-54c2e047950c,EML-3001,VIS-953202f69d,send,2026-07-04 12:29:53,
0808613a-391e-422c-89b5-0cd31b2e7528,EML-3001,VIS-953202f69d,open,2026-07-04 16:23:10,
8cf6862d-9f2d-4011-9ae1-fea51cb102e6,EML-3009,VIS-84f8ddec04,send,2026-07-04 07:42:50,CMP-1032
0aa9c77c-8363-42d9-9caf-96863eb34473,EML-3005,VIS-6d976b7b16,send,2026-07-04 19:58:52,CMP-1063
ec786a5b-7577-43fa-affd-3688b4b1ed1b,EML-3003,VIS-fcf036bc5f,send,2026-07-04 00:40:10,
e5a06a3f-c08a-401f-b6a1-a42baaaa54b2,EML-3009,VIS-3131d59da0,send,2026-07-04 01:34:59,CMP-1032
996c0f4a-d19a-43d2-9a63-92fac88e0c53,EML-3009,VIS-3131d59da0,open,2026-07-04 07:18:25,CMP-1032
5c80d8df-9315-4562-b12f-3c3a346abc24,EML-3001,VIS-0372900531,send,2026-07-04 16:55:43,
6bd18f95-1f7c-429f-bfb0-47ff51257a07,EML-3001,VIS-0372900531,open,2026-07-04 14:09:00,
d02f4ea5-96e0-424e-9a8a-fa4e3a1ea09c,EML-3006,VIS-2a421c367e,send,2026-07-04 03:55:41,CMP-1017
cef793c9-514b-4975-ab24-edc542ab7dfb,EML-3006,VIS-2a421c367e,bounce,2026-07-04 23:38:39,CMP-1017
696f3a89-3537-46b7-9bb2-ca218da7789e,EML-3007,VIS-05b96d3747,send,2026-07-04 08:24:59,
cbcfa7f8-daca-469d-b438-0b38b6ba4fb6,EML-3002,VIS-5e0839321a,send,2026-07-04 11:29:07,CMP-1005
89370887-2b4b-448f-80f6-251edd12db80,EML-3002,VIS-5d3d3d431f,send,2026-07-04 06:47:14,CMP-1005
4d1535ea-b98b-4317-822c-3353ff5ba76d,EML-3009,VIS-ab3ed1acec,send,2026-07-04 00:46:56,CMP-1032
140e938e-0c88-45f7-acd4-8a26d1bf63c4,EML-3009,VIS-ab3ed1acec,bounce,2026-07-04 19:16:31,CMP-1032
ec393131-bf2a-4f50-ab6b-da8bc80373d4,EML-3005,VIS-9035f34bb2,send,2026-07-04 12:08:41,CMP-1063
ef2d320d-072f-439e-8c4a-c2b43d2a1e77,EML-3001,VIS-feb56a7689,send,2026-07-04 12:37:33,
fc88482b-9ee0-4391-9e6a-2072a7cf545a,EML-3001,VIS-feb56a7689,open,2026-07-04 11:00:26,
96309539-6f20-4941-88b8-432f407da395,EML-3001,VIS-feb56a7689,click,2026-07-04 18:15:00,
f13fd208-729e-4289-84eb-d512af7837f7,EML-3001,VIS-3174019172,send,2026-07-04 22:47:03,
aa5aa47f-b3b2-4414-b4a2-b8bd42f96d71,EML-3001,VIS-3174019172,open,2026-07-04 01:04:22,
7c2c8095-c1c3-43a1-be71-016ab90c7173,EML-3004,VIS-a463613884,send,2026-07-04 05:31:24,CMP-1031
29e3d6e9-04e8-4dda-b96d-7eb7f7827941,EML-3004,VIS-a463613884,open,2026-07-04 04:59:51,CMP-1031
639845a8-a2c0-440e-88c3-62514f2336de,EML-3004,VIS-a463613884,click,2026-07-04 13:54:56,CMP-1031
df8b155d-1628-416e-93d7-9c4fa5e13f79,EML-3010,VIS-d712160628,send,2026-07-04 22:46:28,
9df2a348-43ee-47f7-a898-b4125e297d6f,EML-3010,VIS-708c37ee5e,send,2026-07-04 05:33:41,
5b0ecd59-08c3-4f86-a10c-4ba5e2cbf161,EML-3010,VIS-708c37ee5e,open,2026-07-04 22:02:26,
408cda77-de74-487a-b7e0-570bac59b2d5,EML-3004,VIS-0ade4f45b9,send,2026-07-04 23:45:20,CMP-1031
88cefc66-aee0-4488-88ad-5642a2a5fd44,EML-3004,VIS-64576f0290,send,2026-07-04 05:01:42,CMP-1031
f13fd208-729e-4289-84eb-d512af7837f7,,VIS-3174019172,send,2026-07-04 22:47:03,
